atco_area_code,atco_area_id,atco_outarea,stop_no,naptan_stop_no,maximo_stop_no,sms_stop_no,rt_stop_no,cluster_no,road_name,street_name,stop_name,stop_identifier,jp_stop_name,rt_stop_name,start_date,end_date,stop_aka,mode,stop_type,naptan_stop_type,naptan_stop_sub_type,both_dir,schools_only,alighting_only,status,naptan_record_status,landmark,side_road,suburb,town,county,ward,district,northing,easting,latitude,longitude,local_area,direction,national_gazetteer_id,national_gazetteer_locality,locality_centre_indicator,naptan_bus_registration_status,seating_type,site_illuminated,shelter_type,Shelter,shelt_end_date,additional_flag_text,tt_boards_req,no_panels_total,no_panels_tt,service_plate,service_plate_text,platform,stand,flag_mount,tt_board_type,created_on,parliamentary_constituency,Boardings Per Month,Boardings Per Hour,Stop Calls Per Month,Stop Calls Per Hour,Board Type,Interchange,Boarding Band,Stop Calls Per Month Band,Stop Calls Per Hour Band,Damaged,Views,Users,Views per User,Realtime_Helper,Realtime?,Shelter?,Virtual?,Poster?
370,99 ,0,0050214 ,370050214,50214,,37050214,09181,Barnsley Road,Barnsley Road,Barnsley Road/Upperwood Hall,nr,Upperwood Hall,Upperwood Hall,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Barnsley Road/Upperwood Hall,B,P,BCT,MKD,N,N,N,L,ACT,Upperwood Hall/Playing Fields,Upperwood Hall,Darfield,Barnsley,South Yorkshire,Darfield Ward,Barnsley District,404848,440759,53.538706530,-1.386460109,Darfield,S,E0030115,Darfield,N,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,2 ,N,,NULL,NULL,TCAP,TF2R,1993-06-07 00:00:00.000,Barnsley East,0,0,589.3333333,1.619047619,Trueform 2 Panel Rotating,No,0,500-599,0.1-3,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0055021 ,370055021,55021,,37055021,09958,Barnsley Road,Barnsley Road,Barnsley Road/Wellhouse Lane,nr,Wellhouse Lane,Wellhouse Lane,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Barnsley Road/Wellhouse Lane,B,P,BCT,MKD,N,N,N,L,ACT,Opposite 29,Wellhouse Lane,Penistone,Barnsley,South Yorkshire,Penistone West Ward,Barnsley District,403989,424771,53.531979479,-1.627762487,Penistone,SW,E0052711,Penistone,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,NONE,TF2R,1993-06-07 00:00:00.000,Penistone and Stocksbridge,0,0,346.6666667,0.952380952,Trueform 2 Panel Rotating,No,0,300-399,0.1-3,1,0,0,No Data,No,0,1,0,None
370,99 ,0,0055318 ,370055318,55318,,37055318,08930,Park Road,Park Road,Park Road/Racecommon Road,adj,Racecommon Road,Racecommon Road,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Park Road/Racecommon Road,B,P,BCT,MKD,N,N,N,L,ACT,St Edwards Church,Racecommon Road,Kingstone,Barnsley,South Yorkshire,Kingstone Ward,Barnsley District,405406,433778,53.544215598,-1.491730996,Kingstone,E ,E0030310,Kingstone (Barnsley),N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,,  ,STSB,TF2R,1993-06-07 00:00:00.000,Barnsley Central,0,0,650,1.785714286,Trueform 2 Panel Rotating,No,0,600-699,0.1-3,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0055032 ,370055032,55032,,37055032,08532,Park Road,Park Road,Park Road/Henry Street,adj,Henry Street,Park Road/Henry St,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Park Road/Henry Street,B,P,BCT,MKD,N,N,N,L,ACT,Opp Lobwood,Henry Street,Worsbrough Bridge,Barnsley,South Yorkshire,Worsbrough Ward,Barnsley District,404097,435392,53.532344426,-1.467523014,Worsbrough Bridge,N ,E0030722,Worsbrough Bridge,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,2 ,N,,,  ,NONE,HOR2,1993-06-07 00:00:00.000,Barnsley East,0,0,1945.666667,5.345238095,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,0,368,126,2.920634921,No,0,1,0,None
370,99 ,0,0056172 ,370056172,56172,,37056172,10957,Olympus Way,Olympus Way,Olympus Way/Tankersley Lane,56172,Tankersley Lane,Olympus Way,2022-01-07 00:00:00.000,2099-01-01 00:00:00.000,Olympus Way/Tankersley Lane,B,P,BCT,MKD,N,N,N,L,ACT,Olympus Way,Tankersley Lane,Hoyland Common,Barnsley,South Yorkshire,Rockingham Ward,Barnsley District,399920,435368,53.494803173,-1.468354956,Hoyland Common,W,E0030285,Hoyland Common,N,PPT,BSL,N,BSL2,y,2099-01-01 00:00:00.000,,C,2,0 ,N,,,  ,NONE,HOR2,2022-01-07 00:00:00.000,Barnsley East,0,0,364,1,Horizon 2 Panel Carousel,No,0,300-399,0.1-3,0,5,4,1.25,No,0,1,0,None
370,99 ,0,0056173 ,370056173,56173,,37056173,10957,Olympus Way,Olympus Way,Olympus Way/Parkside Road,56173,Parkside Road,Olympus Way,2022-01-07 00:00:00.000,2099-01-01 00:00:00.000,Olympus Way/Parkside Road,B,P,BCT,MKD,N,N,N,L,ACT,Olympus Way,Parkside Road,Hoyland Common,Barnsley,South Yorkshire,Rockingham Ward,Barnsley District,399860,435611,53.494247553,-1.464699099,Hoyland Common,E,E0030285,Hoyland Common,N,PPT,BSL,N,BSL2,y,2023-01-01 00:00:00.000,,C,2,0 ,N,,,  ,NONE,HOR2,2022-01-07 00:00:00.000,Barnsley East,0,0,390,1.071428571,Horizon 2 Panel Carousel,No,0,300-399,0.1-3,0,17,5,3.4,No,0,1,0,None
370,99 ,0,0051157 ,370051157,51157,,37051157,08456,Newstead Road,Newstead Road,Newstead Road/Lindhurst Road,nr,Lindhurst Road,Newstead Rd/School,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Newstead Road/Lindhurst Road,B,P,BCT,MKD,N,N,N,L,ACT,Opp School,Lindhurst Road,Athersley North,Barnsley,South Yorkshire,St Helens Ward,Barnsley District,409907,434479,53.584624909,-1.480657692,Athersley North,S ,N0077957,Athersley North,N,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,NONE,TF2R,1993-06-07 00:00:00.000,Barnsley Central,0,0,1178.666667,3.238095238,Trueform 2 Panel Rotating,No,0,1000-1999,3-10,0,0,0,No Data,No,0,1,0,Products
370,99 ,0,0050547 ,370050547,50547,,37050547,09422,Newsome Avenue,Newsome Avenue,Newsome Avenue/Summer Lane,at,Summer Lane,Summer Lane,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Newsome Avenue/Summer Lane,B,P,BCT,MKD,Y,N,N,L,ACT,O/S Summerwell Hostel,Summer Lane,Wombwell,Barnsley,South Yorkshire,Wombwell Ward,Barnsley District,403125,439180,53.523340211,-1.410499153,Wombwell,NW,E0030701,Wombwell,N,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,Both Directions,C,2,1 ,N,,NULL,NULL,TCAP,HOR2,1993-06-07 00:00:00.000,Barnsley East,0,0,476.6666667,1.30952381,Horizon 2 Panel Carousel,No,0,400-499,0.1-3,0,5,3,1.666666667,No,0,1,0,None
370,99 ,0,0050892 ,370050892,50892,,37050892,08475,New Road,New Road,New Road/Longsight Road,adj,Longsight Road,Longsight Road,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,New Road/Longsight Road,B,P,BCT,MKD,N,N,N,L,ACT,Opposite No. 334,Longsight Road,Staincross,Barnsley,South Yorkshire,Darton East Ward,Barnsley District,410585,432395,53.590851158,-1.512065639,Staincross,NW,E0030558,Staincross,N,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,TCAP,TF2R,1993-06-07 00:00:00.000,Barnsley Central,0,0,1196,3.285714286,Trueform 2 Panel Rotating,No,0,1000-1999,3-10,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0055102 ,370055102,55102,,37055102,09182,Nanny Marr Road,Nanny Marr Road,Nanny Marr Road/School Street,adj,School Street,School Street,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Nanny Marr Road/School Street,B,P,BCT,MKD,N,N,N,L,ACT,Brick Shelter,School Street,Darfield,Barnsley,South Yorkshire,Darfield Ward,Barnsley District,404753,441592,53.537787574,-1.373904423,Darfield,SW,E0030115,Darfield,N,NULL,BSL,N,BSL2,y,2099-01-01 00:00:00.000,,C,2,2 ,N,,NULL,NULL,BRSB,TF2R,1993-06-07 00:00:00.000,Barnsley East,0,0,1898,5.214285714,Trueform 2 Panel Rotating,No,0,1000-1999,3-10,0,36,13,2.769230769,No,0,1,0,Products
370,99 ,0,0055106 ,370055106,55106,,37055106,09111,Nanny Marr Road,Nanny Marr Road,Nanny Marr Road/Barnsley Road,after,Barnsley Road,Foulstone School,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Nanny Marr Road/Barnsley Road,B,P,BCT,MKD,N,N,N,L,ACT,Darfield School,Barnsley Road,Darfield,Barnsley,South Yorkshire,Darfield Ward,Barnsley District,404455,441490,53.535117249,-1.375482760,Darfield,N ,E0030115,Darfield,Y,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,2 ,N,,NULL,NULL,BRSB,TF2R,1993-06-07 00:00:00.000,Barnsley East,0,0,1066,2.928571429,Trueform 2 Panel Rotating,No,0,1000-1999,0.1-3,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0055103 ,370055103,55103,,37055103,09178,Nanny Marr Road,Nanny Marr Road,Nanny Marr Road/Barnsley Road,by,Barnsley Road,Foulstone School,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Nanny Marr Road/Barnsley Road,B,P,BCT,MKD,N,N,N,L,ACT,Darfield School/Works,Barnsley Road,Darfield,Barnsley,South Yorkshire,Darfield Ward,Barnsley District,404398,441500,53.534604156,-1.375339430,Darfield,S ,E0030115,Darfield,Y,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,2 ,N,,NULL,NULL,BRSB,HOR2,1993-06-07 00:00:00.000,Barnsley East,0,0,1161.333333,3.19047619,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,0,22,11,2,No,0,1,0,None
370,99 ,0,0050626 ,370050626,50626,,37050626,08516,Mount Vernon Road,Mount Vernon Road,Mount Vernon Road/Mount Vernon Crescent,opp,Mount Vernon Crescent,Mt Vernon Road/Cres,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Mount Vernon Road/Mount Vernon Crescent,B,P,BCT,MKD,N,N,N,L,ACT,Opp Mount Vernon Cres,Mount Vernon Crescent,Worsbrough Common,Barnsley,South Yorkshire,Worsbrough Ward,Barnsley District,404926,435108,53.539814443,-1.471714733,Worsbrough Common,N ,E0030720,Worsbrough Common,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,STSB,HOR2,1993-06-07 00:00:00.000,Barnsley East,0,0,502.6666667,1.380952381,Horizon 2 Panel Carousel,No,0,500-599,0.1-3,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0055061 ,370055061,55061,,37055061,09828,Merrill Road,Merrill Road,Merrill Road/St Peters Gate,opp,St Peters Gate,The Whinwood,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Merrill Road/St Peters Gate,B,P,BCT,MKD,N,N,N,L,ACT,O/S Recreation Ground,St Peters Gate,Thurnscoe,Barnsley,South Yorkshire,Dearne North Ward,Barnsley District,406181,445437,53.550304344,-1.315686112,Thurnscoe,W,E0030608,Thurnscoe,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,R,2,1 ,N,, ,  ,NONE,HOR2,1993-06-07 00:00:00.000,Wentworth and Dearne,0,0,442,1.214285714,Horizon 2 Panel Carousel,No,0,400-499,0.1-3,1,7,2,3.5,370055061,1,1,0,None
370,99 ,0,0050360 ,370050360,50360,,37050360,09820,Merrill Road,Merrill Road,Merrill Road/Houghton Road,at,Houghton Road,Houghton Road,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Merrill Road/Houghton Road,B,P,BCT,MKD,N,N,N,L,ACT,Road Junction,Houghton Road,Thurnscoe,Barnsley,South Yorkshire,Dearne North Ward,Barnsley District,405821,445118,53.547096210,-1.320552242,Thurnscoe,SW,E0030608,Thurnscoe,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,TCAP,TF2R,1993-06-07 00:00:00.000,Wentworth and Dearne,0,0,442,1.214285714,Trueform 2 Panel Rotating,No,0,400-499,0.1-3,1,0,0,No Data,No,0,1,0,None
370,99 ,0,0055868 ,370055868,55868,,37055868,00636,Merrill Road,Merrill Road,Merrill Road/Challenger Crescent,adj,Challenger Crescent,Callenger Crescent,2003-06-21 00:00:00.000,2099-01-01 00:00:00.000,Merrill Road/Challenger Crescent,B,P,BCT,MKD,N,N,N,L,ACT,O/S No. 77,Challenger Crescent,Thurnscoe,Barnsley,South Yorkshire,Dearne North Ward,Barnsley District,406206,445535,53.550520567,-1.314203473,Thurnscoe,E,E0030608,Thurnscoe,N,   ,NONE,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,,  ,TCAP,HOR2,2003-06-21 00:00:00.000,Wentworth and Dearne,0,0,1261,3.464285714,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,1,0,0,No Data,370055868,1,1,0,None
370,99 ,0,0050652 ,370050652,50652,,37050652,09828,Merrill Road,Merrill Road,Merrill Road/Burnside,adj,Burnside,Burnside,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Merrill Road/Burnside,B,P,BCT,MKD,N,N,N,L,ACT,Outside 63,Burnside,Thurnscoe,Barnsley,South Yorkshire,Dearne North Ward,Barnsley District,406177,445341,53.550276670,-1.317135514,Thurnscoe,E,E0030608,Thurnscoe,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,R,2,1 ,N,, ,  ,TCAP,HOR2,1993-06-07 00:00:00.000,Wentworth and Dearne,0,0,1261,3.464285714,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,1,0,0,No Data,No,0,1,0,None
370,99 ,0,0050700 ,370050700,50700,,37050700,08863,Meadstead Drive,Meadstead Drive,Meadstead Drive/Manor Grove,adj,Manor Grove,Manor Grove,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Meadstead Drive/Manor Grove,B,P,BCT,MKD,N,N,N,L,ACT,Opposite No. 41,Manor Grove,Royston,Barnsley,South Yorkshire,Royston Ward,Barnsley District,411309,435563,53.597153755,-1.464125025,Royston,E,E0030500,Royston (Barnsley),N,NULL,BSL,N,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,TCAP,TF2R,1993-06-07 00:00:00.000,Barnsley Central,0,0,671.6666667,1.845238095,Trueform 2 Panel Rotating,No,0,600-699,0.1-3,0,25,17,1.470588235,No,0,1,0,None
370,NULL,0,0055991 ,370055991,55991,NULL,37055991,01917,Maple Road,Maple Road,Maple Road/Westwood New Road,at,Westwood New Road,Westwood New Road,2009-07-17 00:00:00.000,2099-01-01 00:00:00.000,Maple Road/Westwood New Road,B,P,BCT,MKD,N,N,N,L,ACT,O/S Shell Garage,Westwood New Road,Tankersley,Barnsley,South Yorkshire,Penistone East Ward,Barnsley District,399128,433653,53.487796742,-1.494289244,Tankersley,SE,E0052715,Tankersley,N,PPT,BSL,N,BSL2,y,2099-01-01 00:00:00.000,,C,2,0 ,N,NULL,,  ,NONE,TF2R,2009-07-17 00:00:00.000,Penistone and Stocksbridge,0,0,1924,5.285714286,Trueform 2 Panel Rotating,No,0,1000-1999,3-10,0,9,3,3,No,0,1,0,None
370,99 ,0,0051109 ,370051109,51109,,37051109,01395,Maple Road,Maple Road,Maple Road/Maple Court,at,Maple Court,Maple Court,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Maple Road/Maple Court,B,P,BCT,MKD,N,N,N,L,ACT,Maple Court,Maple Court,Tankersley,Barnsley,South Yorkshire,Penistone East Ward,Barnsley District,399373,433717,53.489994737,-1.493298520,Tankersley,SW,E0052715,Tankersley,N,   ,BSL,N,BSL2,y,2099-01-01 00:00:00.000,,C,2,0 ,N,,,  ,NONE,TF2R,1993-06-07 00:00:00.000,Penistone and Stocksbridge,0,0,1924,5.285714286,Trueform 2 Panel Rotating,No,0,1000-1999,3-10,0,3,2,1.5,No,0,1,0,None
370,99 ,0,0051126 ,370051126,51126,,37051126,02095,Manchester Road,Manchester Road,Manchester Road/Mortimer Road,opp,Mortimer Road,Mortimer Road,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Manchester Road/Mortimer Road,B,P,BCT,MKD,N,N,N,L,ACT,Bus Layby,Mortimer Road,Midhopestones,Barnsley,South Yorkshire,Penistone West Ward,Barnsley District,399807,423706,53.494439677,-1.644144077,Midhopestones,SE,E0030389,Midhopestones,N,   ,BSL,N,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,,  ,STSB,TF2R,1993-06-07 00:00:00.000,Penistone and Stocksbridge,0,0,13,0.035714286,Trueform 2 Panel Rotating,No,0,1-99,0.1-3,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0055288 ,370055288,55288,,37055288,09842,Lingamore Leys,Lingamore Leys,Lingamore Leys/Willow Road,opp,Willow Road,Willow Road,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Lingamore Leys/Willow Road,B,P,BCT,MKD,N,N,N,L,ACT,O/S Fields,Willow Road,Thurnscoe,Barnsley,South Yorkshire,Dearne North Ward,Barnsley District,406124,445729,53.549766760,-1.311287591,Thurnscoe,SE,E0030608,Thurnscoe,N,   ,NONE,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,,  ,NONE,HOR2,1993-06-07 00:00:00.000,Wentworth and Dearne,0,0,1261,3.464285714,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,0,0,0,No Data,370055288,1,1,0,None
370,99 ,0,0050342 ,370050342,50342,,37050342,09858,Lidget Lane,Lidget Lane,Lidget Lane/Lockwood Lane,nr,Lockwood Lane,Lockwood Lane,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Lidget Lane/Lockwood Lane,B,P,BCT,MKD,N,N,N,L,ACT,Opposite 103,Lockwood Lane,Thurnscoe,Barnsley,South Yorkshire,Dearne North Ward,Barnsley District,405442,446316,53.543585849,-1.302529517,Thurnscoe,W,E0030608,Thurnscoe,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,TCAP,HOR2,1993-06-07 00:00:00.000,Wentworth and Dearne,0,0,515.6666667,1.416666667,Horizon 2 Panel Carousel,No,0,500-599,0.1-3,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0055243 ,370055243,55243,,37055243,08167,Huddersfield Road,Huddersfield Road,Huddersfield Road/Wellthorne Lane,opp,Wellthorne Lane,Wellthorne Lane,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Huddersfield Road/Wellthorne Lane,B,P,BCT,MKD,N,N,N,L,ACT,Opp Playground,Wellthorne Lane,Ingbirchworth,Barnsley,South Yorkshire,Penistone West Ward,Barnsley District,406213,422095,53.552087978,-1.667976927,Ingbirchworth,SE,N0064899,Ingbirchworth,Y,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,STSB,CR2F,1993-06-07 00:00:00.000,Penistone and Stocksbridge,0,0,286,0.785714286,2 panel carousel with facia,No,0,200-299,0.1-3,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0055007 ,370055007,55007,,37055007,08336,Huddersfield Road,Huddersfield Road,Huddersfield Road/Rowland Road,Adj,Rowland Road,Rowland Road,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Huddersfield Road/Rowland Road,B,P,BCT,MKD,N,N,N,L,ACT,Opposite 169,Rowland Road,Wilthorpe,Barnsley,South Yorkshire,Old Town Ward,Barnsley District,407649,433278,53.564407446,-1.499038175,Wilthorpe,W ,E0030692,Wilthorpe,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,  ,  ,NONE,HOR2,1993-06-07 00:00:00.000,Barnsley Central,0,0,1295.666667,3.55952381,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,0,9,2,4.5,No,0,1,0,None
370,99 ,0,0055305 ,370055305,55305,,37055305,09554,Hoyland Road,Hoyland Road,Hoyland Road/Stead Lane,adj,Stead Lane,Stead Lane,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Hoyland Road/Stead Lane,B,P,BCT,MKD,N,N,N,L,ACT,Opposite 84,Stead Lane,Hoyland Common,Barnsley,South Yorkshire,Rockingham Ward,Barnsley District,400304,435874,53.498220421,-1.460684444,Hoyland Common,SW,E0030285,Hoyland Common,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,2 ,N,,NULL,NULL,STSB,TF2R,1993-06-07 00:00:00.000,Barnsley East,0,0,2309.666667,6.345238095,Trueform 2 Panel Rotating,No,0,2000-2999,3-10,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0055234 ,370055234,55234,,37055234,09912,Howbrook Lane,Howbrook Lane,Howbrook Lane/Carr Head Road,adj,Carr Head Road,Howbrook Farm,1993-06-06 00:00:00.000,2099-01-01 00:00:00.000,Howbrook Lane/Carr Head Road,B,P,BCT,MKD,N,N,N,L,ACT,Opp Wooden Shelter,Carr Head Road,Howbrook,Barnsley,South Yorkshire,Penistone East Ward,Barnsley District,398161,432562,53.479173645,-1.510830811,Howbrook,SE,E0030284,Howbrook,Y,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,STSB,HOR2,1993-06-06 00:00:00.000,Penistone and Stocksbridge,0,0,190.6666667,0.523809524,Horizon 2 Panel Carousel,No,0,100-199,0.1-3,0,2,2,1,No,0,1,0,None
370,99 ,0,0055043 ,370055043,55043,,37055043,09824,Houghton Road,Houghton Road,Houghton Road/Stotfold Road,opp,Stotfold Road,The Thurnscoe Pub,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Houghton Road/Stotfold Road,B,P,BCT,MKD,N,N,N,L,ACT,The Thurnscoe,Stotfold Road,Thurnscoe,Barnsley,South Yorkshire,Dearne North Ward,Barnsley District,405747,445436,53.546403772,-1.315764099,Thurnscoe,W,E0030608,Thurnscoe,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,NONE,HOR2,1993-06-07 00:00:00.000,Wentworth and Dearne,0,0,897,2.464285714,Horizon 2 Panel Carousel,No,0,800-899,0.1-3,0,39,8,4.875,No,0,1,0,None
370,99 ,0,0055037 ,370055037,55037,,37055037,09818,Houghton Road,Houghton Road,Houghton Road/Lorne Road,nr,Lorne Road,Lorne Road,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Houghton Road/Lorne Road,B,P,BCT,MKD,N,N,N,L,ACT,Opposite 156,Lorne Road,Thurnscoe,Barnsley,South Yorkshire,Dearne North Ward,Barnsley District,405799,445052,53.546904132,-1.321551395,Thurnscoe,W,E0030608,Thurnscoe,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,NONE,INF2,1993-06-07 00:00:00.000,Wentworth and Dearne,0,0,515.6666667,1.416666667,Manplas standard 2 panel caro,No,0,500-599,0.1-3,0,40,20,2,No,0,1,0,None
370,99 ,0,0055375 ,370055375,55375,,37055375,08394,Honeywell Grove,Honeywell Grove,Honeywell Grove/Halifax Street,opp,Halifax Street,Halifax Street,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Honeywell Grove/Halifax Street,B,P,BCT,MKD,N,N,N,L,ACT,Opposite 40,Halifax Street,Honeywell,Barnsley,South Yorkshire,Old Town Ward,Barnsley District,407738,434551,53.565125385,-1.479809381,Honeywell,S,E0030277,Honeywell,N,   ,BSL,N,BSL2,y,2099-01-01 00:00:00.000,,R,2,1 ,N,,NULL,NULL,STSB,TF2R,1993-06-07 00:00:00.000,Barnsley Central,0,0,1057.333333,2.904761905,Trueform 2 Panel Rotating,No,0,1000-1999,0.1-3,1,8,5,1.6,No,0,1,0,None
370,99 ,0,0055183 ,370055183,55183,,37055183,08955,Highstone Road,Highstone Road,Highstone Road/Warren Quarry Lane,adj,Warren Quarry Lane,Warren Quarry Lane,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Highstone Road/Warren Quarry Lane,B,P,BCT,MKD,N,N,N,L,ACT,Opp Lockwood La,Warren Quarry Lane,Worsbrough Common,Barnsley,South Yorkshire,Kingstone Ward,Barnsley District,405165,434672,53.541991433,-1.478266977,Worsbrough Common,NE,E0030720,Worsbrough Common,N,   ,BSL,N,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,,  ,BRSB,HOR2,1993-06-07 00:00:00.000,Barnsley Central,0,0,650,1.785714286,Horizon 2 Panel Carousel,No,0,600-699,0.1-3,0,87,18,4.833333333,No,0,1,0,None
