atco_area_code,atco_area_id,atco_outarea,stop_no,naptan_stop_no,maximo_stop_no,sms_stop_no,rt_stop_no,cluster_no,road_name,street_name,stop_name,stop_identifier,jp_stop_name,rt_stop_name,start_date,end_date,stop_aka,mode,stop_type,naptan_stop_type,naptan_stop_sub_type,both_dir,schools_only,alighting_only,status,naptan_record_status,landmark,side_road,suburb,town,county,ward,district,northing,easting,latitude,longitude,local_area,direction,national_gazetteer_id,national_gazetteer_locality,locality_centre_indicator,naptan_bus_registration_status,seating_type,site_illuminated,shelter_type,Shelter,shelt_end_date,additional_flag_text,tt_boards_req,no_panels_total,no_panels_tt,service_plate,service_plate_text,platform,stand,flag_mount,tt_board_type,created_on,parliamentary_constituency,Boardings Per Month,Boardings Per Hour,Stop Calls Per Month,Stop Calls Per Hour,Board Type,Interchange,Boarding Band,Stop Calls Per Month Band,Stop Calls Per Hour Band,Damaged,Views,Users,Views per User,Realtime_Helper,Realtime?,Shelter?,Virtual?,Poster?
370,99 ,0,0055322 ,370055322,55322,,37055322,08955,Highstone Road,Highstone Road,Highstone Road/Dickinson Road,opp,Dickinson Road,Dickinson Road,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Highstone Road/Dickinson Road,B,P,BCT,MKD,N,N,N,L,ACT,Opp Dickinson Rd,Dickinson Road,Worsbrough Common,Barnsley,South Yorkshire,Kingstone Ward,Barnsley District,405146,434672,53.541820662,-1.478269076,Worsbrough Common,SW,E0030720,Worsbrough Common,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,,  ,STSB,TF2R,1993-06-07 00:00:00.000,Barnsley Central,0,0,537.3333333,1.476190476,Trueform 2 Panel Rotating,No,0,500-599,0.1-3,0,4,4,1,No,0,1,0,Products
370,99 ,0,0050799 ,370050799,50799,,37050799,09042,Birk Avenue,Birk Avenue,Birk Avenue/Colley Crescent,adj,Colley Crescent,Birk Avenue,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Birk Avenue/Colley Crescent,B,P,BCT,MKD,N,N,N,L,ACT,Opposite 50,Colley Crescent,Kendray,Barnsley,South Yorkshire,Stairfoot Ward,Barnsley District,405102,436325,53.541313833,-1.453331563,Kendray,NW,E0030306,Kendray,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,,  ,TCAP,TF2R,1993-06-07 00:00:00.000,Barnsley East,0,0,1157,3.178571429,Trueform 2 Panel Rotating,No,0,1000-1999,3-10,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0055256 ,370055256,55256,,37055256,09324,High Street,High Street,High Street/West End Avenue,adj,West End Avenue,High St/West End Av,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,High Street/West End Avenue,B,P,BCT,MKD,N,N,N,L,ACT,Opposite 159,West End Avenue,Royston,Barnsley,South Yorkshire,Royston Ward,Barnsley District,411485,435502,53.598739741,-1.465026701,Royston,SW,E0030500,Royston (Barnsley),N,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,STSB,HOR2,1993-06-07 00:00:00.000,Barnsley Central,0,0,572,1.571428571,Horizon 2 Panel Carousel,No,0,500-599,0.1-3,0,13,5,2.6,No,0,1,0,None
370,99 ,0,0055282 ,370055282,55282,,37055282,09218,High Street,High Street,High Street/School Street,adj,School Street,High St/School St,1993-06-13 00:00:00.000,2099-01-01 00:00:00.000,High Street/School Street,B,P,BCT,MKD,N,N,N,L,ACT,Opp Milton St,School Street,Great Houghton,Barnsley,South Yorkshire,North East Ward,Barnsley District,406731,442948,53.555456550,-1.353174767,Great Houghton,SE,E0052704,Great Houghton (Barnsley),N,   ,NONE,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,STSB,TF2R,1993-06-13 00:00:00.000,Barnsley East,0,0,996.6666667,2.738095238,Trueform 2 Panel Rotating,No,0,900-999,0.1-3,0,27,3,9,No,0,1,0,None
370,99 ,0,0055157 ,370055157,55157,,37055157,09218,High Street,High Street,High Street/Pear Tree Close,adj,Pear Tree Close,Pear Tree Close,1993-06-13 00:00:00.000,2099-01-01 00:00:00.000,High Street/Pear Tree Close,B,P,BCT,MKD,N,N,N,L,ACT,O/S Sub Station,Pear Tree Close,Great Houghton,Barnsley,South Yorkshire,North East Ward,Barnsley District,406751,442912,53.555639241,-1.353715408,Great Houghton,NW,E0052704,Great Houghton (Barnsley),N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,BRSB,HOR2,1993-06-13 00:00:00.000,Barnsley East,0,0,996.6666667,2.738095238,Horizon 2 Panel Carousel,No,0,900-999,0.1-3,0,15,8,1.875,No,0,1,0,None
370,99 ,0,0055089 ,370055089,55089,,37055089,09786,High Street,High Street,High Street/Jackson Street,opp,Jackson Street,High St/Jackson St,1993-06-13 00:00:00.000,2099-01-01 00:00:00.000,High Street/Jackson Street,B,P,BCT,MKD,N,N,N,L,ACT,Adj to ASDA,Jackson Street,Goldthorpe,Barnsley,South Yorkshire,Dearne North Ward,Barnsley District,404266,446213,53.533025384,-1.304256978,Goldthorpe,S,E0030186,Goldthorpe,Y,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,R,2,2 ,N,,,  ,NONE,HOR2,1993-06-13 00:00:00.000,Wentworth and Dearne,0,0,1958.666667,5.380952381,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,1,19,10,1.9,No,0,1,0,None
370,99 ,0,0055289 ,370055289,55289,,37055289,09221,High Street,High Street,High Street/Crabtree Drive,nr,Crabtree Drive,Crabtree Drive,1993-06-13 00:00:00.000,2099-01-01 00:00:00.000,High Street/Crabtree Drive,B,P,BCT,MKD,N,N,N,L,ACT,Footpath,Crabtree Drive,Great Houghton,Barnsley,South Yorkshire,North East Ward,Barnsley District,407118,442860,53.558941981,-1.354450103,Great Houghton,N ,E0052704,Great Houghton (Barnsley),N,NULL,BSL,Y,BSL2,y,2019-10-24 23:00:00.000,,C,2,1 ,N,,NULL,NULL,STSB,TF2R,1993-06-13 00:00:00.000,Barnsley East,0,0,996.6666667,2.738095238,Trueform 2 Panel Rotating,No,0,900-999,0.1-3,0,3,2,1.5,No,0,1,0,None
370,99 ,0,0050916 ,370050916,50916,,37050916,08787,High Street,High Street,High Street/Chapel Street,adj,Chapel Street,High St/Chapel St,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,High Street/Chapel Street,B,P,BCT,MKD,N,N,N,L,ACT,Opp Lidate Lane,Chapel Street,Shafton,Barnsley,South Yorkshire,North East Ward,Barnsley District,411068,439112,53.594735679,-1.410533649,Shafton,S ,E0052712,Shafton,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,TCAP,TF2R,1993-06-07 00:00:00.000,Barnsley East,0,0,394.3333333,1.083333333,Trueform 2 Panel Rotating,No,0,300-399,0.1-3,0,9,6,1.5,No,0,1,0,None
370,99 ,0,0055247 ,370055247,55247,,37055247,02098,Green Moor Road,Green Moor Road,Green Moor Road/Chapel Lane,opp,Chapel Lane,Chapel Lane,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Green Moor Road/Chapel Lane,B,P,BCT,MKD,Y,N,N,L,ACT,Opposite Chapel,Chapel Lane,Green Moor,Barnsley,South Yorkshire,Penistone East Ward,Barnsley District,399486,428057,53.491341389,-1.578591078,Green Moor,E ,E0030192,Green Moor,Y,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,Both Directions,R,2,1 ,N,,,  ,STSB,HOR2,1993-06-07 00:00:00.000,Penistone and Stocksbridge,0,0,338,0.928571429,Horizon 2 Panel Carousel,No,0,300-399,0.1-3,1,0,0,No Data,No,0,1,0,None
370,99 ,0,0050207 ,370050207,50207,,37050207,09164,George Street,George Street,George Street/Pitt Street,opp,Pitt Street,Pitt Street,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,George Street/Pitt Street,B,P,BCT,MKD,N,N,N,L,ACT,Opp Pitt Street,Pitt Street,Darfield,Barnsley,South Yorkshire,Darfield Ward,Barnsley District,403996,440764,53.531048506,-1.386495323,Darfield,S,E0030115,Darfield,N,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,STSB,HOR2,1993-06-07 00:00:00.000,Barnsley East,0,0,736.6666667,2.023809524,Horizon 2 Panel Carousel,No,0,700-799,0.1-3,0,52,8,6.5,No,0,1,0,None
370,99 ,0,0050417 ,370050417,50417,,37050417,08318,Gawber Road,Gawber Road,Gawber Road/Barnsley Hospital,adj,Barnsley Hospital,Barnsley Hospital,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Gawber Road/Barnsley Hospital,B,P,BCT,MKD,N,N,N,L,ACT,Barnsley Hospital,Pogmoor Road,Gawber,Barnsley,South Yorkshire,Old Town Ward,Barnsley District,407051,433372,53.559026694,-1.497682662,Gawber,NW,E0030181,Gawber,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,2 ,N,,BH,2 ,STSB,HOR2,1993-06-07 00:00:00.000,Barnsley Central,0,0,1941.333333,5.333333333,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,0,79,32,2.46875,No,0,1,0,None
370,99 ,0,0055359 ,370055359,55359,,37055359,09503,Fitzwilliam Street,Fitzwilliam Street,Fitzwilliam Street/Wentworth Road,adj,Wentworth Road,Wentworth Road,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Fitzwilliam Street/Wentworth Road,B,P,BCT,MKD,N,N,N,L,ACT,Opposite 88,Wentworth Road,Elsecar,Barnsley,South Yorkshire,Hoyland Milton Ward,Barnsley District,399916,438409,53.494554670,-1.422519879,Elsecar,NW,E0030155,Elsecar,Y,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,,  ,STSB,TF2R,1993-06-07 00:00:00.000,Barnsley East,0,0,1503.666667,4.130952381,Trueform 2 Panel Rotating,No,0,1000-1999,3-10,0,65,18,3.611111111,No,0,1,0,None
370,99 ,0,0050770 ,370050770,50770,,37050770,10544,Fish Dam Lane,Fish Dam Lane,Fish Dam Lane/Carr Street,adj,Carr Street,Carr Street,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Fish Dam Lane/Carr Street,B,P,BCT,MKD,N,N,N,L,ACT,Opp Carr Street,Carr Street,Monk Bretton,Barnsley,South Yorkshire,Monk Bretton Ward,Barnsley District,408280,436924,53.569835736,-1.443918980,Monk Bretton,NE,E0030396,Monk Bretton,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,STSB,HOR2,1993-06-07 00:00:00.000,Barnsley Central,0,0,1477.666667,4.05952381,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0055844 ,370055844,55844,,37055844,04395,Fields End Road,Fields End Road,Fields End Road/Dunsil Lane,adj,Dunsil Lane,Dunsil Lane,2002-09-25 00:00:00.000,2099-01-01 00:00:00.000,Fields End Road/Dunsil Lane,B,P,BCT,MKD,N,N,N,L,ACT,O/S Sy Car Centre,Dunsil Lane,Goldthorpe,Barnsley,South Yorkshire,Dearne North Ward,Barnsley District,404386,445944,53.534127441,-1.308297473,Goldthorpe,N ,E0030186,Goldthorpe,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,,  ,TCAP,TF2R,2002-09-25 00:00:00.000,Wentworth and Dearne,0,0,593.6666667,1.630952381,Trueform 2 Panel Rotating,No,0,500-599,0.1-3,0,6,5,1.2,No,0,1,0,None
370,99 ,0,0050913 ,370050913,50913,,37050913,08752,Engine Lane,Engine Lane,Engine Lane/Hodroyd Lane,adj,Hodroyd Lane,Hodroyd Close,1993-06-06 00:00:00.000,2099-01-01 00:00:00.000,Engine Lane/Hodroyd Lane,B,P,BCT,MKD,N,N,N,L,ACT,Opp Hazledene Farm,Hodroyd Lane,Shafton,Barnsley,South Yorkshire,North East Ward,Barnsley District,410221,439751,53.587075108,-1.400987264,Shafton,N ,E0052712,Shafton,N,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,2 ,N,,NULL,NULL,TCAP,TF2R,1993-06-06 00:00:00.000,Barnsley East,0,0,849.3333333,2.333333333,Trueform 2 Panel Rotating,No,0,800-899,0.1-3,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0050912 ,370050912,50912,,37050912,08752,Engine Lane,Engine Lane,Engine Lane/Hodroyd Lane,nr,Hodroyd Lane,Hodroyd Close,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Engine Lane/Hodroyd Lane,B,P,BCT,MKD,N,N,N,L,ACT,Hazledene Farm,Hodroyd Lane,Shafton,Barnsley,South Yorkshire,North East Ward,Barnsley District,409942,439841,53.584560706,-1.399663312,Shafton,N ,E0052712,Shafton,N,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,TCAP,HOR2,1993-06-07 00:00:00.000,Barnsley East,0,0,884,2.428571429,Horizon 2 Panel Carousel,No,0,800-899,0.1-3,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0055063 ,370055063,55063,,37055063,08302,Eldon Street,Eldon Street,Eldon Street/Market Hill,nr,Market Hill,Market Hill,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Eldon Street/Market Hill,B,P,BCT,MKD,N,N,N,L,ACT,Outside Halifax Bank,Market Hill,Barnsley Centre,Barnsley,South Yorkshire,Central Ward,Barnsley District,406368,434484,53.552816290,-1.480971583,Barnsley Centre,SW,E0057864,Barnsley Centre,Y,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,R,2,4 ,N,,  ,  ,NONE,HOR2,1993-06-07 00:00:00.000,Barnsley Central,0,0,4090.666667,11.23809524,Horizon 2 Panel Carousel,No,0,4000-4999,10-20,1,38,22,1.727272727,370055063,1,1,0,None
370,99 ,0,0050923 ,370050923,50923,,37050923,09090,Doncaster Road,Doncaster Road,Doncaster Road/Wood Laithes Farm,adj,Wood Laithes Farm,Wood Laithes Farm,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Doncaster Road/Wood Laithes Farm,B,P,BCT,MKD,N,N,N,L,ACT,Wood Laithes Farm,Wood Laithes Farm,Ardsley,Barnsley,South Yorkshire,Stairfoot Ward,Barnsley District,405727,438914,53.546746385,-1.414188566,Ardsley,E ,E0029967,Ardsley,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,NULL,C,2,1 ,N,,NULL,NULL,TCAP,TF2R,1993-06-07 00:00:00.000,Barnsley East,0,0,1525.333333,4.19047619,Trueform 2 Panel Rotating,No,0,1000-1999,3-10,0,0,0,No Data,370050923,1,1,0,None
370,99 ,0,0050751 ,370050751,50751,,37050751,09078,Doncaster Road,Doncaster Road,Doncaster Road/St Pauls Parade,opp,St Pauls Parade,Coach and Horses,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Doncaster Road/St Pauls Parade,B,P,BCT,MKD,N,N,N,L,ACT,Coach and Horses,St Pauls Parade,Ardsley,Barnsley,South Yorkshire,Stairfoot Ward,Barnsley District,405671,437783,53.546325408,-1.431263200,Ardsley,E ,E0029967,Ardsley,N,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,R,2,1 ,N,,NULL,NULL,NONE,HOR2,1993-06-07 00:00:00.000,Barnsley East,0,0,1525.333333,4.19047619,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,1,190,29,6.551724138,No,0,1,0,None
370,99 ,0,0050990 ,370050990,50990,,37050990,09794,Doncaster Road,Doncaster Road,Doncaster Road/Market Street,opp,Market Street,Lockwood Road,1993-06-13 00:00:00.000,2099-01-01 00:00:00.000,Doncaster Road/Market Street,B,P,BCT,MKD,N,N,N,L,ACT,Opp Market St,Market Street,Goldthorpe,Barnsley,South Yorkshire,Dearne North Ward,Barnsley District,404418,446356,53.534378946,-1.302077264,Goldthorpe,NE,E0030186,Goldthorpe,Y,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,NONE,HOR2,1993-06-13 00:00:00.000,Wentworth and Dearne,0,0,489.6666667,1.345238095,Horizon 2 Panel Carousel,No,0,400-499,0.1-3,0,101,32,3.15625,No,0,1,0,None
370,99 ,0,0050805 ,370050805,50805,,37050805,09018,Doncaster Road,Doncaster Road,Doncaster Road/Gordon Street,adj,Gordon Street,Gordon Street,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Doncaster Road/Gordon Street,B,P,BCT,MKD,N,N,N,L,ACT,O/S Playground,Gordon Street,Stairfoot,Barnsley,South Yorkshire,Stairfoot Ward,Barnsley District,405619,437021,53.545912141,-1.442768566,Stairfoot,E,E0030559,Stairfoot,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,2 ,N,,,  ,NONE,HOR2,1993-06-07 00:00:00.000,Barnsley East,0,0,4285.666667,11.77380952,Horizon 2 Panel Carousel,No,0,4000-4999,10-20,0,12,9,1.333333333,370050805,1,1,0,None
370,99 ,0,0055022 ,370055022,55022,,37055022,09086,Doncaster Road,Doncaster Road,Doncaster Road/Cumberland Drive,opp,Cumberland Drive,Cumberland Drive,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Doncaster Road/Cumberland Drive,B,P,BCT,MKD,N,N,N,L,ACT,Bus Layby,Cumberland Drive,Ardsley,Barnsley,South Yorkshire,Stairfoot Ward,Barnsley District,405672,438704,53.546267525,-1.417364450,Ardsley,W,E0029967,Ardsley,N,   ,BSL,N,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,NONE,HOR2,1993-06-07 00:00:00.000,Barnsley East,0,0,1651,4.535714286,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,0,0,0,No Data,370055022,1,1,0,None
370,99 ,0,0050930 ,370050930,50930,,37050930,09080,Doncaster Road,Doncaster Road,Doncaster Road/Christ Church,adj,Christ Church,Ardsley/Oaks WMC,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Doncaster Road/Christ Church,B,P,BCT,MKD,N,N,N,L,ACT,Outside Church/Graveyard/Opp.,Christ Church,Ardsley,Barnsley,South Yorkshire,Stairfoot Ward,Barnsley District,405635,438083,53.545980239,-1.426740324,Ardsley,W ,E0029967,Ardsley,Y,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,STSB,HOR2,1993-06-07 00:00:00.000,Barnsley East,0,0,1651,4.535714286,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,0,0,0,No Data,370050930,1,1,0,None
370,99 ,0,0050929 ,370050929,50929,,37050929,09080,Doncaster Road,Doncaster Road,Doncaster Road/Christ Church,opp,Christ Church,Ardsley/Oaks WMC,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Doncaster Road/Christ Church,B,P,BCT,MKD,N,N,N,L,ACT,Church,Christ Church,Ardsley,Barnsley,South Yorkshire,Stairfoot Ward,Barnsley District,405663,438055,53.546233924,-1.427159467,Ardsley,E ,E0029967,Ardsley,Y,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,TCAP,HOR2,1993-06-07 00:00:00.000,Barnsley East,0,0,1525.333333,4.19047619,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,0,37,5,7.4,370050929,1,1,0,None
370,99 ,0,0050297 ,370050297,50297,,37050297,08614,Dodworth Road,Dodworth Road,Dodworth Road/Shaw Lane,adj,Shaw Lane,Dodworth Rd/Shaw Ln,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Dodworth Road/Shaw Lane,B,P,BCT,MKD,N,N,N,L,ACT,Opp Rosedale Gardens,Shaw Lane,Pogmoor,Barnsley,South Yorkshire,Dodworth Ward,Barnsley District,406281,433322,53.552109118,-1.498519235,Pogmoor,W ,E0030472,Pogmoor,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,R,2,2 ,N,,NULL,NULL,STSB,HOR2,1993-06-07 00:00:00.000,Penistone and Stocksbridge,0,0,788.6666667,2.166666667,Horizon 2 Panel Carousel,No,0,700-799,0.1-3,1,0,0,No Data,370050297,1,1,0,None
370,99 ,0,0050295 ,370050295,50295,,37050295,08610,Dodworth Road,Dodworth Road,Dodworth Road/Dean Street,adj,Dean Street,Dodworth Rd/Dean St,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Dodworth Road/Dean Street,B,P,BCT,MKD,N,N,N,L,ACT,Opp Westfield St,Dean Street,Barnsley Centre,Barnsley,South Yorkshire,Kingstone Ward,Barnsley District,406277,433758,53.552045409,-1.491939100,Barnsley Centre,W ,E0057864,Barnsley Centre,Y,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,R,2,2 ,N,,NULL,NULL,TCAP,HOR2,1993-06-07 00:00:00.000,Barnsley Central,0,0,788.6666667,2.166666667,Horizon 2 Panel Carousel,No,0,700-799,0.1-3,1,10,6,1.666666667,No,0,1,0,Products
370,99 ,0,0055093 ,370055093,55093,,37055093,08790,Brierley Road,Brierley Road,Brierley Road/Church Street,opp,Church Street,Church Street,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Brierley Road/Church Street,B,P,BCT,MKD,N,N,N,L,ACT,Opp Orchard House,Church Street,Brierley,Barnsley,South Yorkshire,North East Ward,Barnsley District,410832,441166,53.592457752,-1.379532986,Brierley,SW,E0052701,Brierley (Barnsley),N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,BRSB,HOR2,1993-06-07 00:00:00.000,Barnsley East,0,0,1625,4.464285714,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,0,14,4,3.5,No,0,1,0,None
370,99 ,0,0055233 ,370055233,55233,,37055233,08774,Brierley Road,Brierley Road,Brierley Road/Manor Crescent,adj,Manor Crescent,Manor Crescent,1993-06-13 00:00:00.000,2099-01-01 00:00:00.000,Brierley Road/Manor Crescent,B,P,BCT,MKD,N,N,N,L,ACT,Outside 104,Manor Crescent,Grimethorpe,Barnsley,South Yorkshire,North East Ward,Barnsley District,409693,441070,53.582228215,-1.381132783,Grimethorpe,SE,E0030204,Grimethorpe,N,   ,NONE,Y,BSL2,y,2099-01-01 00:00:00.000,,R,2,2 ,N,,NULL,NULL,STSB,HOR2,1993-06-13 00:00:00.000,Barnsley East,0,0,1625,4.464285714,Horizon 2 Panel Carousel,No,0,1000-1999,3-10,1,0,0,No Data,No,0,1,0,None
370,99 ,0,0055287 ,370055287,55287,,37055287,09286,Cross Lane,Cross Lane,Cross Lane/East End Crescent,nr,East End Crescent,East End Crescent,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Cross Lane/East End Crescent,B,P,BCT,MKD,N,N,N,L,ACT,Opposite 35,East End Crescent,Royston,Barnsley,South Yorkshire,Royston Ward,Barnsley District,411520,437215,53.598935865,-1.439139902,Royston,S,E0030500,Royston (Barnsley),N,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,R,2,1 ,N,,NULL,NULL,STSB,TF2R,1993-06-07 00:00:00.000,Barnsley Central,0,0,845,2.321428571,Trueform 2 Panel Rotating,No,0,800-899,0.1-3,1,6,4,1.5,No,0,1,0,None
370,99 ,0,0055324 ,370055324,55324,,37055324,08938,Broadway,Broadway,Broadway/Woodland Drive,adj,Woodland Drive,Woodland Drive,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Broadway/Woodland Drive,B,P,BCT,MKD,N,N,N,L,ACT,Opp Distribution Centre,Woodland Drive,Kingstone,Barnsley,South Yorkshire,Dodworth Ward,Barnsley District,405768,432968,53.547520548,-1.503916077,Kingstone,NW,E0030310,Kingstone (Barnsley),N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,NONE,TF2R,1993-06-07 00:00:00.000,Penistone and Stocksbridge,0,0,86.66666667,0.238095238,Trueform 2 Panel Rotating,No,0,1-99,0.1-3,0,0,0,No Data,No,0,1,0,None
370,99 ,0,0050852 ,370050852,50852,,37050852,08826,Carlton Road,Carlton Road,Carlton Road/Aldbury Close,adj,Aldbury Close,Aldbury Close,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Carlton Road/Aldbury Close,B,P,BCT,MKD,N,N,N,L,ACT,Adj to 157,Aldbury Close,Athersley South,Barnsley,South Yorkshire,St Helens Ward,Barnsley District,408900,435779,53.575487309,-1.461136831,Athersley South,S ,N0077937,Athersley South,N,NULL,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,R,2,1 ,N,,NULL,NULL,NONE,HOR2,1993-06-07 00:00:00.000,Barnsley Central,0,0,1057.333333,2.904761905,Horizon 2 Panel Carousel,No,0,1000-1999,0.1-3,1,44,6,7.333333333,No,0,1,0,None
370,99 ,0,0050826 ,370050826,50826,,37050826,08804,Burton Road,Burton Road,Burton Road/Old Mill,adj,Old Mill,Burton Rd/Old Mill,1993-06-07 00:00:00.000,2099-01-01 00:00:00.000,Burton Road/Old Mill,B,P,BCT,MKD,N,N,N,L,ACT,Opposite 92,Old Mill,Honeywell,Barnsley,South Yorkshire,Central Ward,Barnsley District,407304,435481,53.561162778,-1.465817724,Honeywell,NW,E0030277,Honeywell,N,   ,BSL,Y,BSL2,y,2099-01-01 00:00:00.000,,C,2,1 ,N,,NULL,NULL,STSB,TF2R,1993-06-07 00:00:00.000,Barnsley Central,0,0,1746.333333,4.797619048,Trueform 2 Panel Rotating,No,0,1000-1999,3-10,0,5,5,1,No,0,1,0,None